,PMID,Condition,Category
233,12630491,thyroid neoplasms,thyroid neoplasms
233,12630491,thyroid nodule,thyroid nodule
233,12630491,thyroidectomy,thyroid disease
234,12687030,goiter,goiter
234,12687030,thyroidectomy,thyroid disease
235,11926912,goiter,goiter
235,11926912,thyroid neoplasms,thyroid neoplasms
235,11926912,thyroidectomy,thyroid disease
236,12593577,goiter,goiter
236,12593577,"goiter, nodular",goiter
236,12593577,thyroid neoplasms,thyroid neoplasms
236,12593577,thyroid gland,thyroid disease
237,12632929,goiter,goiter
237,12632929,"goiter, nodular",goiter
237,12632929,hyperthyroidism,hyperthyroidism
237,12632929,thyroid nodule,thyroid nodule
237,12632929,thyroid gland,thyroid disease
238,12920751,goiter,goiter
238,12920751,thyroid neoplasms,thyroid neoplasms
238,12920751,thyroid nodule,thyroid nodule
238,12920751,thyroid gland,thyroid disease
239,12028565,graves disease,hyperthyroidism
239,12028565,graves' disease,hyperthyroidism
239,12028565,thyroid gland,thyroid disease
240,14583303,goiter,goiter
240,14583303,"goiter, nodular",goiter
240,14583303,thyroidectomy,thyroid disease
241,11885575,goiter,goiter
241,11885575,"goiter, nodular",goiter
241,11885575,thyroid neoplasms,thyroid neoplasms
241,11885575,thyroid nodule,thyroid nodule
242,12140870,goiter,goiter
242,12140870,"goiter, nodular",goiter
243,12587972,goiter,goiter
243,12587972,thyroidectomy,thyroid disease
244,11980162,goiter,goiter
244,11980162,"goiter, endemic",goiter
245,11921503,goiter,goiter
245,11921503,hyperthyroidism,hyperthyroidism
245,11921503,hypothyroidism,hypothyroidism
245,11921503,thyroid disease,thyroid disease
245,11921503,thyroid diseases,thyroid disease
246,12789104,goiter,goiter
246,12789104,"goiter, endemic",goiter
246,12789104,hyperthyroidism,hyperthyroidism
247,12966202,goiter,goiter
247,12966202,"goiter, nodular",goiter
247,12966202,graves disease,hyperthyroidism
247,12966202,graves' disease,hyperthyroidism
248,12025531,goiter,goiter
248,12025531,"goiter, nodular",goiter
248,12025531,thyroid disease,thyroid disease
248,12025531,thyroid diseases,thyroid disease
248,12025531,thyroid gland,thyroid disease
248,12025531,thyroidectomy,thyroid disease
249,12566734,goiter,goiter
250,12827092,goiter,goiter
251,12415508,goiter,goiter
251,12415508,thyroidectomy,thyroid disease
252,12566735,goiter,goiter
252,12566735,hyperthyroidism,hyperthyroidism
252,12566735,graves disease,hyperthyroidism
252,12566735,graves' disease,hyperthyroidism
252,12566735,thyroid disease,thyroid disease
252,12566735,thyroid diseases,thyroid disease
253,12441155,goiter,goiter
254,12914399,goiter,goiter
254,12914399,"goiter, endemic",goiter
254,12914399,"goiter, nodular",goiter
254,12914399,hypothyroidism,hypothyroidism
255,12887286,goiter,goiter
255,12887286,hypothyroidism,hypothyroidism
255,12887286,"thyroiditis, autoimmune",thyroiditis
255,12887286,thyroiditis,thyroiditis
256,12901092,goiter,goiter
256,12901092,"goiter, endemic",goiter
257,12112665,goiter,goiter
258,12584656,goiter,goiter
258,12584656,"goiter, endemic",goiter
259,14768174,goiter,goiter
259,14768174,"goiter, nodular",goiter
259,14768174,hyperthyroidism,hyperthyroidism
259,14768174,graves disease,hyperthyroidism
259,14768174,graves' disease,hyperthyroidism
259,14768174,thyroid gland,thyroid disease
260,11961993,goiter,goiter
260,11961993,thyroid nodule,thyroid nodule
260,11961993,thyroid disease,thyroid disease
261,12745559,goiter,goiter
262,12640473,goiter,goiter
263,12490071,goiter,goiter
263,12490071,congenital hypothyroidism,hypothyroidism
263,12490071,hypothyroidism,hypothyroidism
263,12490071,thyroid gland,thyroid disease
264,14665710,goiter,goiter
264,14665710,"goiter, nodular",goiter
264,14665710,thyroid neoplasms,thyroid neoplasms
265,14669608,goiter,goiter
265,14669608,"goiter, endemic",goiter
265,14669608,thyroid gland,thyroid disease
266,14708909,goiter,goiter
266,14708909,"goiter, nodular",goiter
266,14708909,hyperthyroidism,hyperthyroidism
267,12097203,goiter,goiter
267,12097203,"goiter, nodular",goiter
267,12097203,hyperthyroidism,hyperthyroidism
267,12097203,thyrotoxicosis,hyperthyroidism
267,12097203,hypothyroidism,hypothyroidism
268,12943562,goiter,goiter
269,12139131,goiter,goiter
270,12793063,goiter,goiter
270,12793063,hyperthyroidism,hyperthyroidism
270,12793063,graves disease,hyperthyroidism
270,12793063,thyrotoxicosis,hyperthyroidism
271,12613328,goiter,goiter
271,12613328,"goiter, substernal",goiter
272,15776598,goiter,goiter
272,15776598,"goiter, nodular",goiter
272,15776598,thyroidectomy,thyroid disease
273,12500522,goiter,goiter
273,12500522,"goiter, nodular",goiter
274,14648976,goiter,goiter
274,14648976,"goiter, substernal",goiter
274,14648976,thyroid gland,thyroid disease
275,12580868,goiter,goiter
275,12580868,hyperthyroidism,hyperthyroidism
275,12580868,hypothyroidism,hypothyroidism
275,12580868,thyroid disease,thyroid disease
275,12580868,thyroid diseases,thyroid disease
276,12624675,goiter,goiter
276,12624675,"goiter, nodular",goiter
276,12624675,hyperthyroidism,hyperthyroidism
276,12624675,hypothyroidism,hypothyroidism
276,12624675,thyroid neoplasms,thyroid neoplasms
276,12624675,thyroid nodule,thyroid nodule
276,12624675,thyroiditis,thyroiditis
276,12624675,thyroid disease,thyroid disease
276,12624675,thyroid gland,thyroid disease
276,12624675,thyroidectomy,thyroid disease
277,14503896,goiter,goiter
277,14503896,thyroid gland,thyroid disease
278,11982986,goiter,goiter
278,11982986,congenital hypothyroidism,hypothyroidism
278,11982986,hypothyroidism,hypothyroidism
279,12444384,goiter,goiter
279,12444384,thyroidectomy,thyroid disease
280,12362592,goiter,goiter
281,12945078,goiter,goiter
281,12945078,"goiter, nodular",goiter
282,12069220,goiter,goiter
282,12069220,hyperthyroidism,hyperthyroidism
282,12069220,graves disease,hyperthyroidism
282,12069220,graves' disease,hyperthyroidism
282,12069220,thyrotoxicosis,hyperthyroidism
283,12945184,goiter,goiter
283,12945184,"goiter, endemic",goiter
284,11916762,goiter,goiter
284,11916762,"goiter, endemic",goiter
285,15562741,goiter,goiter
285,15562741,"goiter, endemic",goiter
285,15562741,congenital hypothyroidism,hypothyroidism
285,15562741,hypothyroidism,hypothyroidism
286,12943834,goiter,goiter
286,12943834,thyroid neoplasms,thyroid neoplasms
286,12943834,thyroidectomy,thyroid disease
287,12813972,goiter,goiter
287,12813972,thyroidectomy,thyroid disease
288,14710590,goiter,goiter
288,14710590,hypothyroidism,hypothyroidism
289,12914361,goiter,goiter
289,12914361,"goiter, nodular",goiter
289,12914361,thyroidectomy,thyroid disease
290,12494301,goiter,goiter
290,12494301,thyroid gland,thyroid disease
291,12596476,graves disease,hyperthyroidism
292,12540404,goiter,goiter
292,12540404,thyroid gland,thyroid disease
293,12675959,goiter,goiter
293,12675959,"goiter, endemic",goiter
294,14587443,goiter,goiter
294,14587443,hypothyroidism,hypothyroidism
295,12446916,goiter,goiter
295,12446916,"goiter, endemic",goiter
295,12446916,thyroid neoplasms,thyroid neoplasms
295,12446916,"thyroiditis, autoimmune",thyroiditis
295,12446916,thyroiditis,thyroiditis
296,11850477,goiter,goiter
296,11850477,"goiter, nodular",goiter
296,11850477,thyroid gland,thyroid disease
297,12208720,graves disease,hyperthyroidism
298,12729480,goiter,goiter
298,12729480,hypothyroidism,hypothyroidism
298,12729480,"thyroiditis, autoimmune",thyroiditis
298,12729480,thyroiditis,thyroiditis
298,12729480,thyroid disease,thyroid disease
299,12574230,goiter,goiter
299,12574230,"goiter, nodular",goiter
299,12574230,graves' disease,hyperthyroidism
299,12574230,thyroid neoplasms,thyroid neoplasms
300,12919152,goiter,goiter
300,12919152,thyroid gland,thyroid disease
301,12870222,goiter,goiter
301,12870222,"goiter, endemic",goiter
302,12845488,goiter,goiter
302,12845488,thyroid gland,thyroid disease
303,12581471,goiter,goiter
303,12581471,thyroid gland,thyroid disease
304,14690034,goiter,goiter
304,14690034,"goiter, endemic",goiter
304,14690034,hypothyroidism,hypothyroidism
305,14974907,goiter,goiter
305,14974907,thyroid gland,thyroid disease
306,12733841,goiter,goiter
306,12733841,thyroid nodule,thyroid nodule
307,12236085,goiter,goiter
307,12236085,"goiter, nodular",goiter
307,12236085,thyroidectomy,thyroid disease
308,12762633,goiter,goiter
308,12762633,thyrotoxicosis,hyperthyroidism
308,12762633,thyroid gland,thyroid disease
309,12862416,goiter,goiter
310,12914398,goiter,goiter
310,12914398,"goiter, endemic",goiter
310,12914398,"goiter, nodular",goiter
310,12914398,thyroid neoplasms,thyroid neoplasms
310,12914398,thyroid nodule,thyroid nodule
310,12914398,thyroid gland,thyroid disease
311,12444889,goiter,goiter
311,12444889,graves disease,hyperthyroidism
311,12444889,graves' disease,hyperthyroidism
312,14671219,goiter,goiter
312,14671219,"goiter, nodular",goiter
313,14663910,goiter,goiter
313,14663910,thyrotoxicosis,hyperthyroidism
313,14663910,thyroidectomy,thyroid disease
314,12658827,goiter,goiter
314,12658827,"goiter, nodular",goiter
314,12658827,thyroid nodule,thyroid nodule
314,12658827,thyroid gland,thyroid disease
315,12727994,goiter,goiter
315,12727994,"goiter, nodular",goiter
315,12727994,graves disease,hyperthyroidism
315,12727994,graves' disease,hyperthyroidism
315,12727994,thyroid neoplasms,thyroid neoplasms
315,12727994,thyroid gland,thyroid disease
316,12699588,goiter,goiter
316,12699588,"goiter, nodular",goiter
316,12699588,hyperthyroidism,hyperthyroidism
316,12699588,graves disease,hyperthyroidism
316,12699588,graves' disease,hyperthyroidism
316,12699588,thyroid gland,thyroid disease
317,12915634,goiter,goiter
317,12915634,hypothyroidism,hypothyroidism
318,12508180,goiter,goiter
318,12508180,"goiter, nodular",goiter
318,12508180,thyroid nodule,thyroid nodule
318,12508180,"thyroiditis, autoimmune",thyroiditis
318,12508180,thyroiditis,thyroiditis
318,12508180,thyroid disease,thyroid disease
318,12508180,thyroid diseases,thyroid disease
319,14751036,goiter,goiter
319,14751036,congenital hypothyroidism,hypothyroidism
319,14751036,hypothyroidism,hypothyroidism
319,14751036,thyroid gland,thyroid disease
320,12906364,goiter,goiter
320,12906364,"goiter, endemic",goiter
321,11819103,goiter,goiter
321,11819103,"goiter, substernal",goiter
321,11819103,thyroid neoplasms,thyroid neoplasms
322,12463429,goiter,goiter
322,12463429,"goiter, nodular",goiter
322,12463429,thyroid nodule,thyroid nodule
322,12463429,thyroidectomy,thyroid disease
323,12699595,goiter,goiter
323,12699595,hyperthyroidism,hyperthyroidism
323,12699595,hypothyroidism,hypothyroidism
323,12699595,"thyroiditis, autoimmune",thyroiditis
323,12699595,thyroiditis,thyroiditis
323,12699595,thyroid gland,thyroid disease
324,12917062,goiter,goiter
324,12917062,"goiter, nodular",goiter
324,12917062,hyperthyroidism,hyperthyroidism
324,12917062,hypothyroidism,hypothyroidism
324,12917062,thyroiditis,thyroiditis
325,12605179,goiter,goiter
325,12605179,graves' disease,hyperthyroidism
325,12605179,thyroid gland,thyroid disease
326,12033961,goiter,goiter
326,12033961,thyroid neoplasms,thyroid neoplasms
326,12033961,thyroid nodule,thyroid nodule
326,12033961,thyroiditis,thyroiditis
327,12791623,goiter,goiter
327,12791623,"goiter, endemic",goiter
327,12791623,thyroid gland,thyroid disease
328,12230425,goiter,goiter
328,12230425,"goiter, substernal",goiter
328,12230425,graves disease,hyperthyroidism
329,11893102,goiter,goiter
329,11893102,"goiter, nodular",goiter
329,11893102,"goiter, substernal",goiter
329,11893102,thyrotoxicosis,hyperthyroidism
329,11893102,thyroid disease,thyroid disease
329,11893102,thyroidectomy,thyroid disease
330,12457449,goiter,goiter
330,12457449,hypothyroidism,hypothyroidism
330,12457449,thyroid gland,thyroid disease
331,14615862,goiter,goiter
332,12001982,goiter,goiter
333,12883256,goiter,goiter
333,12883256,"goiter, endemic",goiter
333,12883256,"goiter, nodular",goiter
333,12883256,thyroid neoplasms,thyroid neoplasms
334,12035935,goiter,goiter
335,12458844,graves disease,hyperthyroidism
336,12585349,goiter,goiter
336,12585349,hypothyroidism,hypothyroidism
337,14557483,goiter,goiter
337,14557483,thyroid neoplasms,thyroid neoplasms
338,11890636,goiter,goiter
339,12225641,goiter,goiter
339,12225641,"goiter, nodular",goiter
339,12225641,thyroid neoplasms,thyroid neoplasms
339,12225641,thyroid gland,thyroid disease
340,14514342,goiter,goiter
340,14514342,"goiter, nodular",goiter
340,14514342,thyroid nodule,thyroid nodule
340,14514342,thyroidectomy,thyroid disease
341,11952045,graves disease,hyperthyroidism
342,11833000,goiter,goiter
342,11833000,"goiter, nodular",goiter
342,11833000,hyperthyroidism,hyperthyroidism
342,11833000,graves' disease,hyperthyroidism
342,11833000,thyroid neoplasms,thyroid neoplasms
343,14564120,goiter,goiter
343,14564120,hyperthyroidism,hyperthyroidism
343,14564120,hypothyroidism,hypothyroidism
344,12518249,goiter,goiter
344,12518249,"goiter, endemic",goiter
345,12493682,goiter,goiter
346,11807618,goiter,goiter
346,11807618,"goiter, nodular",goiter
346,11807618,graves disease,hyperthyroidism
347,12972211,goiter,goiter
348,12165658,goiter,goiter
348,12165658,"goiter, nodular",goiter
348,12165658,thyroid neoplasms,thyroid neoplasms
349,12585342,goiter,goiter
349,12585342,"goiter, nodular",goiter
349,12585342,graves disease,hyperthyroidism
349,12585342,graves' disease,hyperthyroidism
349,12585342,thyroid disease,thyroid disease
349,12585342,thyroid diseases,thyroid disease
350,12146030,goiter,goiter
350,12146030,"goiter, nodular",goiter
350,12146030,thyroid neoplasms,thyroid neoplasms
351,12864797,goiter,goiter
351,12864797,hypothyroidism,hypothyroidism
352,14640988,goiter,goiter
352,14640988,"goiter, nodular",goiter
352,14640988,hyperthyroidism,hyperthyroidism
352,14640988,graves disease,hyperthyroidism
352,14640988,graves' disease,hyperthyroidism
352,14640988,thyrotoxicosis,hyperthyroidism
352,14640988,hypothyroidism,hypothyroidism
352,14640988,thyroid disease,thyroid disease
352,14640988,thyroid diseases,thyroid disease
353,11916282,goiter,goiter
353,11916282,hyperthyroidism,hyperthyroidism
353,11916282,graves disease,hyperthyroidism
353,11916282,hypothyroidism,hypothyroidism
354,12471001,goiter,goiter
354,12471001,"goiter, nodular",goiter
354,12471001,graves disease,hyperthyroidism
354,12471001,thyrotoxicosis,hyperthyroidism
354,12471001,hypothyroidism,hypothyroidism
354,12471001,thyroidectomy,thyroid disease
355,12516697,goiter,goiter
355,12516697,"goiter, endemic",goiter
356,12720531,goiter,goiter
356,12720531,thyroid nodule,thyroid nodule
356,12720531,thyroid gland,thyroid disease
357,12225640,goiter,goiter
357,12225640,"goiter, nodular",goiter
357,12225640,graves' disease,hyperthyroidism
357,12225640,thyroid gland,thyroid disease
358,12097201,goiter,goiter
358,12097201,hyperthyroidism,hyperthyroidism
358,12097201,graves disease,hyperthyroidism
358,12097201,thyroid nodule,thyroid nodule
358,12097201,thyroid gland,thyroid disease
359,11932316,goiter,goiter
359,11932316,thyroid gland,thyroid disease
360,12402405,goiter,goiter
360,12402405,"goiter, nodular",goiter
360,12402405,thyroid neoplasms,thyroid neoplasms
361,12481010,goiter,goiter
361,12481010,thyroid neoplasms,thyroid neoplasms
361,12481010,thyroid gland,thyroid disease
362,12879236,goiter,goiter
363,11936473,goiter,goiter
363,11936473,"goiter, nodular",goiter
363,11936473,graves disease,hyperthyroidism
363,11936473,graves' disease,hyperthyroidism
363,11936473,"thyroiditis, autoimmune",thyroiditis
363,11936473,thyroiditis,thyroiditis
363,11936473,thyroid gland,thyroid disease
364,15255402,goiter,goiter
365,12975785,goiter,goiter
365,12975785,hyperthyroidism,hyperthyroidism
365,12975785,graves disease,hyperthyroidism
365,12975785,graves' disease,hyperthyroidism
365,12975785,thyrotoxicosis,hyperthyroidism
365,12975785,hypothyroidism,hypothyroidism
365,12975785,thyroid gland,thyroid disease
366,12027234,goiter,goiter
366,12027234,"goiter, nodular",goiter
366,12027234,hyperthyroidism,hyperthyroidism
367,12225647,goiter,goiter
368,12474915,goiter,goiter
368,12474915,"goiter, nodular",goiter
368,12474915,graves disease,hyperthyroidism
368,12474915,graves' disease,hyperthyroidism
368,12474915,"thyroiditis, autoimmune",thyroiditis
368,12474915,thyroiditis,thyroiditis
368,12474915,thyroid disease,thyroid disease
368,12474915,thyroid gland,thyroid disease
369,12740015,graves disease,hyperthyroidism
369,12740015,graves' disease,hyperthyroidism
369,12740015,thyroid gland,thyroid disease
370,12116555,goiter,goiter
370,12116555,"goiter, endemic",goiter
371,12720530,graves disease,hyperthyroidism
372,12376780,goiter,goiter
372,12376780,"goiter, nodular",goiter
372,12376780,thyroid nodule,thyroid nodule
373,12532684,goiter,goiter
373,12532684,"goiter, endemic",goiter
373,12532684,thyroid neoplasms,thyroid neoplasms
373,12532684,thyroid gland,thyroid disease
374,12134778,goiter,goiter
374,12134778,"goiter, nodular",goiter
375,12748250,goiter,goiter
375,12748250,thyroid neoplasms,thyroid neoplasms
375,12748250,thyroid disease,thyroid disease
375,12748250,thyroid diseases,thyroid disease
375,12748250,thyroid gland,thyroid disease
376,12121402,goiter,goiter
376,12121402,thyroidectomy,thyroid disease
377,11982987,goiter,goiter
377,11982987,congenital hypothyroidism,hypothyroidism
377,11982987,hypothyroidism,hypothyroidism
